庵,いお,9980000,auto
按,あん,10000000,auto
按,おさ,9990000,auto
按,しら,9980000,auto
暗,くら,10000000,auto
暗,あん,9990000,auto
暗,くれ,9980000,auto
案,あん,10000000,auto
案,つくえ,9990000,auto
闇,やみ,10000000,auto
闇,あん,9990000,auto
闇,おん,9980000,auto
闇,くら,9970000,auto
鞍,くら,10000000,auto
鞍,あん,9990000,auto
杏,あんず,10000000,auto
杏,きょう,9990000,auto
杏,あん,9980000,auto
杏,こう,9970000,auto
以,もっ,10000000,auto
以,い,9990000,auto
伊,い,10000000,auto
伊,かれ,9990000,auto
位,くらい,10000000,auto
位,い,9990000,auto
位,ぐらい,9980000,auto
依,い,10000000,auto
依,え,9990000,auto
依,よ,9980000,auto
偉,えら,10000000,auto
偉,い,9990000,auto
囲,かこ,10000000,auto
囲,い,9990000,auto
夷,えびす,10000000,auto
夷,い,9990000,auto
夷,えみし,9980000,auto
夷,ころ,9970000,auto
夷,たい,9960000,auto
委,ゆだ,10000000,auto
委,い,9990000,auto
威,い,10000000,auto
威,おど,9990000,auto
尉,い,10000000,auto
尉,じょう,9990000,auto
惟,い,10000000,auto
惟,ゆい,9990000,auto
惟,おも,9980000,auto
惟,これ,9970000,auto
意,い,10000000,auto
慰,なぐさ,10000000,auto
慰,い,9990000,auto
易,やす,10000000,auto
易,えき,9990000,auto
易,い,9980000,auto
易,やさ,9970000,auto
椅,い,10000000,auto
為,ため,10000000,auto
為,い,9990000,auto
為,な,9980000,auto
為,す,9970000,auto
為,たり,9960000,auto
為,つく,9950000,auto
為,なり,9940000,auto
畏,かしこ,10000000,auto
畏,い,9990000,auto
畏,おそ,9980000,auto
畏,かしこま,9970000,auto
異,こと,10000000,auto
異,い,9990000,auto
異,け,9980000,auto
移,うつ,10000000,auto
移,い,9990000,auto
維,い,10000000,auto
緯,い,10000000,auto
緯,よこいと,9990000,auto
緯,ぬき,9980000,auto
胃,い,10000000,auto
萎,な,10000000,auto
萎,い,9990000,auto
萎,しお,9980000,auto
萎,しな,9970000,auto
萎,しぼ,9960000,auto
衣,ころも,10000000,auto
衣,い,9990000,auto
衣,え,9980000,auto
衣,きぬ,9970000,auto
衣,ぎ,9960000,auto
謂,い,10000000,auto
謂,いい,9990000,auto
謂,おも,9980000,auto
謂,いわゆる,9970000,auto
違,ちが,10000000,auto
違,い,9990000,auto
違,たが,9980000,auto
遺,い,10000000,auto
遺,ゆい,9990000,auto
遺,のこ,9980000,auto
医,い,10000000,auto
医,くすし,9990000,auto
井,い,10000000,auto
井,せい,9990000,auto
井,しょう,9980000,auto
亥,い,10000000,auto
亥,がい,9990000,auto
亥,かい,9980000,auto
域,いき,10000000,auto
育,そだ,10000000,auto
育,いく,9990000,auto
育,はぐく,9980000,auto
郁,いく,10000000,auto
磯,いそ,10000000,auto
磯,き,9990000,auto
一,いち,10000000,auto
一,いつ,9990000,auto
一,ひと,9980000,auto
壱,いち,10000000,auto
壱,いつ,9990000,auto
壱,ひとつ,9980000,auto
溢,あふ,10000000,auto
溢,いつ,9990000,auto
溢,こぼ,9980000,auto
溢,み,9970000,auto
逸,そ,10000000,auto
逸,いつ,9990000,auto
逸,はぐ,9980000,auto
稲,いね,10000000,auto
稲,とう,9990000,auto
稲,て,9980000,auto
稲,いな,9970000,auto
茨,し,10000000,auto
茨,じ,9990000,auto
茨,いばら,9980000,auto
茨,かや,9970000,auto
茨,くさぶき,9960000,auto
芋,いも,10000000,auto
芋,う,9990000,auto
鰯,いわし,10000000,auto
允,いん,10000000,auto
允,じょう,9990000,auto
允,まこと,9980000,auto
允,ゆるす,9970000,auto
印,しるし,10000000,auto
印,いん,9990000,auto
印,じるし,9980000,auto
印,しる,9970000,auto
咽,いん,10000000,auto
咽,えん,9990000,auto
咽,えつ,9980000,auto
咽,むせ,9970000,auto
咽,のど,9960000,auto
咽,の,9950000,auto
員,いん,10000000,auto
因,ちな,10000000,auto
因,いん,9990000,auto
因,よ,9980000,auto
姻,いん,10000000,auto
引,ひ,10000000,auto
引,いん,9990000,auto
飲,の,10000000,auto
飲,いん,9990000,auto
飲,おん,9980000,auto
淫,いん,10000000,auto
淫,ひた,9990000,auto
淫,ほしいまま,9980000,auto
淫,みだ,9970000,auto
淫,みだり,9960000,auto
胤,いん,10000000,auto
胤,たね,9990000,auto
蔭,かげ,10000000,auto
蔭,いん,9990000,auto
蔭,おん,9980000,auto
院,いん,10000000,auto
陰,かげ,10000000,auto
陰,いん,9990000,auto
隠,かく,10000000,auto
隠,いん,9990000,auto
隠,おん,9980000,auto
隠,かか,9970000,auto
隠,よ,9960000,auto
韻,いん,10000000,auto
吋,とう,10000000,auto
吋,どう,9990000,auto
吋,すん,9980000,auto
吋,いんち,9970000,auto
右,みぎ,10000000,auto
右,う,9990000,auto
右,ゆう,9980000,auto
宇,う,10000000,auto
烏,からす,10000000,auto
烏,う,9990000,auto
烏,お,9980000,auto
烏,いずくんぞ,9970000,auto
烏,なんぞ,9960000,auto
羽,はね,10000000,auto
羽,う,9990000,auto
羽,は,9980000,auto
羽,わ,9970000,auto
迂,う,10000000,auto
雨,あめ,10000000,auto
雨,う,9990000,auto
雨,あま,9980000,auto
雨,さめ,9970000,auto
卯,う,10000000,auto
卯,ぼう,9990000,auto
卯,もう,9980000,auto
鵜,う,10000000,auto
鵜,てい,9990000,auto
鵜,だい,9980000,auto
窺,き,10000000,auto
窺,うかが,9990000,auto
窺,のぞく,9980000,auto
丑,うし,10000000,auto
丑,ちゅう,9990000,auto
碓,かく,10000000,auto
碓,たい,9990000,auto
碓,たし,9980000,auto
臼,うす,10000000,auto
臼,きゅう,9990000,auto
臼,ぐ,9980000,auto
臼,うすづ,9970000,auto
渦,うず,10000000,auto
渦,か,9990000,auto
嘘,うそ,10000000,auto
嘘,きょ,9990000,auto
嘘,こ,9980000,auto
嘘,ふ,9970000,auto
唄,うた,10000000,auto
唄,ばい,9990000,auto
欝,うつ,10000000,auto
欝,うん,9990000,auto
欝,うっ,9980000,auto
欝,ふさ,9970000,auto
欝,しげ,9960000,auto
蔚,うつ,10000000,auto
蔚,い,9990000,auto
蔚,うち,9980000,auto
蔚,おとこよもぎ,9970000,auto
鰻,うなぎ,10000000,auto
鰻,まん,9990000,auto
鰻,ばん,9980000,auto
姥,ぼ,10000000,auto
姥,も,9990000,auto
姥,うば,9980000,auto
厩,うまや,10000000,auto
厩,きゅう,9990000,auto
浦,うら,10000000,auto
浦,ほ,9990000,auto
瓜,うり,10000000,auto
瓜,か,9990000,auto
瓜,け,9980000,auto
閏,じゅん,10000000,auto
閏,うるう,9990000,auto
噂,うわさ,10000000,auto
噂,そん,9990000,auto
云,い,10000000,auto
云,うん,9990000,auto
云,ここに,9980000,auto
運,うん,10000000,auto
運,はこ,9990000,auto
雲,くも,10000000,auto
雲,うん,9990000,auto
雲,ぐも,9980000,auto
荏,じん,10000000,auto
荏,にん,9990000,auto
餌,えさ,10000000,auto
餌,じ,9990000,auto
餌,に,9980000,auto
餌,え,9970000,auto
餌,えば,9960000,auto
餌,もち,9950000,auto
叡,えい,10000000,auto
叡,あき,9990000,auto
営,いとな,10000000,auto
営,えい,9990000,auto
嬰,えい,10000000,auto
嬰,ふ,9990000,auto
嬰,みどりご,9980000,auto
嬰,あかご,9970000,auto
影,かげ,10000000,auto
影,えい,9990000,auto
映,うつ,10000000,auto
映,えい,9990000,auto
映,は,9980000,auto
映,ば,9970000,auto
曳,えい,10000000,auto
曳,ひ,9990000,auto
栄,は,10000000,auto
栄,えい,9990000,auto
栄,よう,9980000,auto
栄,さか,9970000,auto
栄,ば,9960000,auto
栄,え,9950000,auto
永,えい,10000000,auto
永,なが,9990000,auto
泳,およ,10000000,auto
泳,えい,9990000,auto
洩,えい,10000000,auto
洩,せつ,9990000,auto
洩,も,9980000,auto
洩,の,9970000,auto
瑛,えい,10000000,auto
盈,えい,10000000,auto
盈,み,9990000,auto
穎,えい,10000000,auto
穎,ほさき,9990000,auto
穎,のぎ,9980000,auto
頴,えい,10000000,auto
頴,ほさき,9990000,auto
頴,のぎ,9980000,auto
英,えい,10000000,auto
英,はなぶさ,9990000,auto
衛,えい,10000000,auto
衛,え,9990000,auto
詠,よ,10000000,auto
詠,えい,9990000,auto
詠,うた,9980000,auto
鋭,するど,10000000,auto
鋭,えい,9990000,auto
液,えき,10000000,auto
疫,えき,10000000,auto
疫,やく,9990000,auto
益,えき,10000000,auto
益,やく,9990000,auto
益,ま,9980000,auto
駅,えき,10000000,auto
悦,えつ,10000000,auto
悦,よろこ,9990000,auto
謁,えつ,10000000,auto
越,ご,10000000,auto
越,えつ,9990000,auto
越,おつ,9980000,auto
越,こ,9970000,auto
閲,えつ,10000000,auto
閲,けみ,9990000,auto
榎,か,10000000,auto
榎,えのき,9990000,auto
厭,いや,10000000,auto
厭,えん,9990000,auto
厭,おん,9980000,auto
厭,あん,9970000,auto
厭,おう,9960000,auto
厭,ゆう,9950000,auto
厭,よう,9940000,auto
厭,あ,9930000,auto
厭,いと,9920000,auto
厭,おさ,9910000,auto
円,えん,10000000,auto
円,まる,9990000,auto
円,まど,9980000,auto
円,まろ,9970000,auto
園,その,10000000,auto
園,えん,9990000,auto
堰,せき,10000000,auto
堰,えん,9990000,auto
堰,せ,9980000,auto
奄,えん,10000000,auto
奄,おお,9990000,auto
奄,たちまち,9980000,auto
宴,うたげ,10000000,auto
宴,えん,9990000,auto
延,の,10000000,auto
延,えん,9990000,auto
怨,えん,10000000,auto
怨,おん,9990000,auto
怨,うん,9980000,auto
怨,うら,9970000,auto
怨,うらみ,9960000,auto
掩,えん,10000000,auto
掩,おお,9990000,auto
援,えん,10000000,auto
沿,そ,10000000,auto
沿,えん,9990000,auto
沿,ぞ,9980000,auto
演,えん,10000000,auto
炎,ほのお,10000000,auto
炎,えん,9990000,auto
焔,えん,10000000,auto
焔,ほのお,9990000,auto
煙,けむり,10000000,auto
煙,えん,9990000,auto
煙,けむ,9980000,auto
燕,つばめ,10000000,auto
燕,えん,9990000,auto
燕,つばくら,9980000,auto
燕,つばくろ,9970000,auto
猿,さる,10000000,auto
猿,えん,9990000,auto
縁,ふち,10000000,auto
縁,えん,9990000,auto
縁,ねん,9980000,auto
縁,ゆかり,9970000,auto
縁,よすが,9960000,auto
縁,へり,9950000,auto
縁,えにし,9940000,auto
艶,つや,10000000,auto
艶,えん,9990000,auto
艶,なま,9980000,auto
艶,あで,9970000,auto
苑,えん,10000000,auto
苑,おん,9990000,auto
苑,その,9980000,auto
苑,う,9970000,auto
薗,えん,10000000,auto
薗,おん,9990000,auto
遠,とお,10000000,auto
遠,えん,9990000,auto
遠,おん,9980000,auto
鉛,なまり,10000000,auto
鉛,えん,9990000,auto
鴛,えん,10000000,auto
鴛,おん,9990000,auto
鴛,おし,9980000,auto
鴛,おしどり,9970000,auto
塩,しお,10000000,auto
塩,えん,9990000,auto
於,お,10000000,auto
於,よ,9990000,auto
於,おい,9980000,auto
於,ああ,9970000,auto
於,より,9960000,auto
汚,きたな,10000000,auto
汚,お,9990000,auto
汚,けが,9980000,auto
汚,よご,9970000,auto
甥,おい,10000000,auto
甥,せい,9990000,auto
甥,そう,9980000,auto
甥,しょう,9970000,auto
甥,むこ,9960000,auto
凹,くぼ,10000000,auto
凹,おう,9990000,auto
凹,へこ,9980000,auto
凹,ぼこ,9970000,auto
央,おう,10000000,auto
奥,おく,10000000,auto
奥,おう,9990000,auto
奥,くま,9980000,auto
往,おう,10000000,auto
往,い,9990000,auto
往,いにしえ,9980000,auto
往,さき,9970000,auto
往,ゆ,9960000,auto
応,こた,10000000,auto
応,おう,9990000,auto
応,よう,9980000,auto
応,のう,9970000,auto
応,あた,9960000,auto
応,まさに,9950000,auto
押,お,10000000,auto
押,おう,9990000,auto
押,おさ,9980000,auto
旺,おう,10000000,auto
旺,きょう,9990000,auto
旺,ごう,9980000,auto
旺,かがや,9970000,auto
旺,うつくし,9960000,auto
旺,さかん,9950000,auto
横,よこ,10000000,auto
横,おう,9990000,auto
欧,おう,10000000,auto
欧,うた,9990000,auto
欧,は,9980000,auto
殴,なぐ,10000000,auto
殴,おう,9990000,auto
王,おう,10000000,auto
王,のう,9990000,auto
翁,おう,10000000,auto
翁,おきな,9990000,auto
襖,ふすま,10000000,auto
襖,おう,9990000,auto
襖,あお,9980000,auto
鴬,おう,10000000,auto
鴬,うぐいす,9990000,auto
鴎,おう,10000000,auto
鴎,かもめ,9990000,auto
黄,き,10000000,auto
黄,こう,9990000,auto
黄,おう,9980000,auto
黄,こ,9970000,auto
岡,こう,10000000,auto
岡,おか,9990000,auto
沖,おき,10000000,auto
沖,ちゅう,9990000,auto
沖,おきつ,9980000,auto
沖,わく,9970000,auto
荻,おぎ,10000000,auto
荻,てき,9990000,auto
億,おく,10000000,auto
屋,や,10000000,auto
屋,おく,9990000,auto
憶,おく,10000000,auto
臆,おく,10000000,auto
臆,よく,9990000,auto
臆,むね,9980000,auto
臆,おくする,9970000,auto
桶,おけ,10000000,auto
桶,よう,9990000,auto
桶,とう,9980000,auto
牡,ぼ,10000000,auto
牡,ぼう,9990000,auto
牡,おす,9980000,auto
牡,お,9970000,auto
牡,おん,9960000,auto
乙,おつ,10000000,auto
乙,いつ,9990000,auto
乙,おと,9980000,auto
乙,きのと,9970000,auto
俺,おれ,10000000,auto
俺,えん,9990000,auto
俺,われ,9980000,auto
卸,おろし,10000000,auto
卸,しゃ,9990000,auto
卸,おろ,9980000,auto
恩,おん,10000000,auto
温,あたた,10000000,auto
温,おん,9990000,auto
温,ぬく,9980000,auto
穏,おだ,10000000,auto
穏,おん,9990000,auto
音,おん,10000000,auto
音,いん,9990000,auto
音,のん,9980000,auto
音,おと,9970000,auto
音,ね,9960000,auto
下,した,10000000,auto
下,か,9990000,auto
下,げ,9980000,auto
下,しも,9970000,auto
下,もと,9960000,auto
下,さ,9950000,auto
下,くだ,9940000,auto
下,お,9930000,auto
化,か,10000000,auto
化,け,9990000,auto
化,ば,9980000,auto
化,ふ,9970000,auto
仮,かり,10000000,auto
仮,か,9990000,auto
仮,け,9980000,auto
何,なに,10000000,auto
何,か,9990000,auto
何,なん,9980000,auto
伽,か,10000000,auto
伽,が,9990000,auto
伽,きゃ,9980000,auto
伽,ぎゃ,9970000,auto
伽,とぎ,9960000,auto
価,か,10000000,auto
価,け,9990000,auto
価,あたい,9980000,auto
佳,か,10000000,auto
加,くわ,10000000,auto
加,か,9990000,auto
可,か,10000000,auto
可,こく,9990000,auto
可,べ,9980000,auto
嘉,か,10000000,auto
嘉,よみ,9990000,auto
嘉,よい,9980000,auto
夏,なつ,10000000,auto
夏,か,9990000,auto
夏,が,9980000,auto
夏,げ,9970000,auto
嫁,よめ,10000000,auto
嫁,か,9990000,auto
嫁,とつ,9980000,auto
嫁,い,9970000,auto
嫁,ゆ,9960000,auto
家,いえ,10000000,auto
家,か,9990000,auto
家,け,9980000,auto
家,や,9970000,auto
家,うち,9960000,auto
寡,か,10000000,auto
科,か,10000000,auto
暇,ひま,10000000,auto
暇,か,9990000,auto
暇,いとま,9980000,auto
果,は,10000000,auto
果,か,9990000,auto
果,はた,9980000,auto
架,か,10000000,auto
歌,うた,10000000,auto
歌,か,9990000,auto
河,かわ,10000000,auto
河,か,9990000,auto
火,ひ,10000000,auto
火,か,9990000,auto
火,び,9980000,auto
火,ほ,9970000,auto
珂,か,10000000,auto
禍,か,10000000,auto
禍,わざわい,9990000,auto
禾,か,10000000,auto
禾,いね,9990000,auto
稼,かせ,10000000,auto
稼,か,9990000,auto
箇,か,10000000,auto
箇,こ,9990000,auto
花,はな,10000000,auto
花,か,9990000,auto
花,け,9980000,auto
苛,いじ,10000000,auto
苛,か,9990000,auto
苛,さいな,9980000,auto
苛,いらだ,9970000,auto
苛,からい,9960000,auto
苛,こまかい,9950000,auto
茄,か,10000000,auto
荷,に,10000000,auto
荷,か,9990000,auto
華,はな,10000000,auto
華,か,9990000,auto
華,け,9980000,auto
菓,か,10000000,auto
蝦,か,10000000,auto
蝦,げ,9990000,auto
蝦,えび,9980000,auto
課,か,10000000,auto
嘩,か,10000000,auto
嘩,け,9990000,auto
嘩,かまびす,9980000,auto
貨,か,10000000,auto
貨,たから,9990000,auto
迦,か,10000000,auto
迦,け,9990000,auto
過,す,10000000,auto
過,か,9990000,auto
過,あやま,9980000,auto
過,よぎ,9970000,auto
過,よ,9960000,auto
霞,かすみ,10000000,auto
霞,か,9990000,auto
霞,げ,9980000,auto
霞,かす,9970000,auto
蚊,か,10000000,auto
蚊,ぶん,9990000,auto
俄,にわか,10000000,auto
俄,が,9990000,auto
峨,が,10000000,auto
峨,けわ,9990000,auto
我,われ,10000000,auto
我,が,9990000,auto
我,わ,9980000,auto
我,わが,9970000,auto
牙,きば,10000000,auto
牙,が,9990000,auto
牙,げ,9980000,auto
牙,は,9970000,auto
画,が,10000000,auto
画,かく,9990000,auto
画,え,9980000,auto
画,かい,9970000,auto
画,えが,9960000,auto
画,かぎ,9950000,auto
画,はかりごと,9940000,auto
画,はか,9930000,auto
臥,が,10000000,auto
臥,ふせ,9990000,auto
臥,ふ,9980000,auto
芽,め,10000000,auto
芽,が,9990000,auto
蛾,が,10000000,auto
蛾,ぎ,9990000,auto
蛾,ひむし,9980000,auto
賀,が,10000000,auto
雅,が,10000000,auto
雅,みや,9990000,auto
餓,が,10000000,auto
餓,う,9990000,auto
駕,か,10000000,auto
駕,が,9990000,auto
駕,かご,9980000,auto
駕,しのぐ,9970000,auto
駕,のる,9960000,auto
介,かい,10000000,auto
会,かい,10000000,auto
会,え,9990000,auto
会,あ,9980000,auto
会,あつ,9970000,auto
解,と,10000000,auto
解,かい,9990000,auto
解,げ,9980000,auto
解,ほど,9970000,auto
解,わか,9960000,auto
解,さと,9950000,auto
回,かい,10000000,auto
回,え,9990000,auto
回,まわ,9980000,auto
回,もとお,9970000,auto
回,か,9960000,auto
塊,かたまり,10000000,auto
塊,かい,9990000,auto
塊,け,9980000,auto
塊,つちくれ,9970000,auto
壊,こわ,10000000,auto
壊,かい,9990000,auto
壊,え,9980000,auto
壊,やぶ,9970000,auto
廻,まわ,10000000,auto
廻,かい,9990000,auto
廻,え,9980000,auto
廻,もとお,9970000,auto
廻,めぐ,9960000,auto
快,こころよ,10000000,auto
快,かい,9990000,auto
怪,あや,10000000,auto
怪,かい,9990000,auto
怪,け,9980000,auto
悔,くや,10000000,auto
悔,かい,9990000,auto
悔,く,9980000,auto
恢,かい,10000000,auto
恢,け,9990000,auto
恢,ひろ,9980000,auto
懐,なつ,10000000,auto
懐,かい,9990000,auto
懐,え,9980000,auto
懐,ふところ,9970000,auto
懐,なず,9960000,auto
懐,いだ,9950000,auto
懐,おも,9940000,auto
戒,いまし,10000000,auto
戒,かい,9990000,auto
拐,かい,10000000,auto
改,あらた,10000000,auto
改,かい,9990000,auto
魁,かい,10000000,auto
魁,さきがけ,9990000,auto
魁,かしら,9980000,auto
晦,かい,10000000,auto
晦,つごもり,9990000,auto
晦,くら,9980000,auto
晦,みそか,9970000,auto
械,かい,10000000,auto
械,かせ,9990000,auto
海,うみ,10000000,auto
海,かい,9990000,auto
灰,はい,10000000,auto
灰,かい,9990000,auto
界,かい,10000000,auto
皆,みんな,10000000,auto
皆,かい,9990000,auto
皆,みな,9980000,auto
絵,え,10000000,auto
絵,かい,9990000,auto
芥,かい,10000000,auto
芥,け,9990000,auto
芥,からし,9980000,auto
芥,ごみ,9970000,auto
芥,あくた,9960000,auto
蟹,かに,10000000,auto
蟹,かい,9990000,auto
開,ひら,10000000,auto
開,かい,9990000,auto
開,びら,9980000,auto
開,あ,9970000,auto
階,かい,10000000,auto
階,きざはし,9990000,auto
貝,かい,10000000,auto
貝,ばい,9990000,auto
凱,がい,10000000,auto
凱,かい,9990000,auto
凱,かちどき,9980000,auto
凱,やわらぐ,9970000,auto
劾,がい,10000000,auto
外,ほか,10000000,auto
外,がい,9990000,auto
外,げ,9980000,auto
外,そと,9970000,auto
外,はず,9960000,auto
外,と,9950000,auto
咳,せき,10000000,auto
咳,かい,9990000,auto
咳,がい,9980000,auto
咳,せ,9970000,auto
咳,しわぶ,9960000,auto
咳,しわぶき,9950000,auto
害,がい,10000000,auto
崖,がけ,10000000,auto
崖,がい,9990000,auto
崖,げ,9980000,auto
崖,ぎ,9970000,auto
崖,きし,9960000,auto
崖,はて,9950000,auto
慨,がい,10000000,auto
概,がい,10000000,auto
概,おおむ,9990000,auto
涯,がい,10000000,auto
涯,はて,9990000,auto
碍,がい,10000000,auto
碍,げ,9990000,auto
碍,さまた,9980000,auto
蓋,ふた,10000000,auto
蓋,がい,9990000,auto
蓋,かい,9980000,auto
蓋,こう,9970000,auto
蓋,けだ,9960000,auto
蓋,おお,9950000,auto
蓋,かさ,9940000,auto
蓋,かこう,9930000,auto
街,がい,10000000,auto
街,かい,9990000,auto
街,まち,9980000,auto
該,がい,10000000,auto
鎧,よろい,10000000,auto
鎧,かい,9990000,auto
鎧,がい,9980000,auto
鎧,よろ,9970000,auto
骸,がい,10000000,auto
骸,かい,9990000,auto
骸,むくろ,9980000,auto
浬,り,10000000,auto
浬,かいり,9990000,auto
浬,のっと,9980000,auto
馨,けい,10000000,auto
馨,きょう,9990000,auto
馨,かお,9980000,auto
馨,かおり,9970000,auto
蛙,かえる,10000000,auto
蛙,あ,9990000,auto
蛙,わ,9980000,auto
蛙,かわず,9970000,auto
垣,かき,10000000,auto
垣,えん,9990000,auto
柿,かき,10000000,auto
柿,し,9990000,auto
蛎,れい,10000000,auto
蛎,かき,9990000,auto
鈎,こう,10000000,auto
鈎,く,9990000,auto
鈎,かぎ,9980000,auto
劃,かく,10000000,auto
劃,わ,9990000,auto
劃,かぎ,9980000,auto
嚇,かく,10000000,auto
嚇,おど,9990000,auto
各,かく,10000000,auto
各,おのおの,9990000,auto
廓,かく,10000000,auto
廓,くるわ,9990000,auto
廓,とりで,9980000,auto
拡,かく,10000000,auto
拡,こう,9990000,auto
拡,ひろ,9980000,auto
撹,かく,10000000,auto
撹,こう,9990000,auto
撹,みだ,9980000,auto
格,かく,10000000,auto
格,こう,9990000,auto
格,きゃく,9980000,auto
格,ごう,9970000,auto
核,かく,10000000,auto
殻,から,10000000,auto
殻,かく,9990000,auto
殻,こく,9980000,auto
殻,ばい,9970000,auto
殻,がら,9960000,auto
獲,かく,10000000,auto
獲,え,9990000,auto
確,たし,10000000,auto
確,かく,9990000,auto
確,こう,9980000,auto
穫,かく,10000000,auto
覚,おぼ,10000000,auto
覚,かく,9990000,auto
覚,さ,9980000,auto
覚,さと,9970000,auto
角,かく,10000000,auto
角,かど,9990000,auto
角,つの,9980000,auto
赫,かく,10000000,auto
赫,あかい,9990000,auto
赫,あか,9980000,auto
赫,かがや,9970000,auto
較,かく,10000000,auto
較,こう,9990000,auto
較,くら,9980000,auto
郭,かく,10000000,auto
郭,くるわ,9990000,auto
閣,かく,10000000,auto
隔,へだ,10000000,auto
隔,かく,9990000,auto
革,かわ,10000000,auto
革,かく,9990000,auto
学,がく,10000000,auto
学,まな,9990000,auto
岳,たけ,10000000,auto
岳,がく,9990000,auto
楽,たの,10000000,auto
楽,がく,9990000,auto
楽,らく,9980000,auto
楽,ごう,9970000,auto
楽,この,9960000,auto
額,がく,10000000,auto
額,ひたい,9990000,auto
顎,あご,10000000,auto
顎,がく,9990000,auto
顎,あぎと,9980000,auto
掛,か,10000000,auto
掛,かい,9990000,auto
掛,けい,9980000,auto
掛,が,9970000,auto
掛,かかり,9960000,auto
掛,がかり,9950000,auto
笠,かさ,10000000,auto
笠,りゅう,9990000,auto
樫,かし,10000000,auto
橿,きょう,10000000,auto
橿,かし,9990000,auto
橿,もちのき,9980000,auto
梶,び,10000000,auto
梶,かじ,9990000,auto
梶,こずえ,9980000,auto
鰍,しゅう,10000000,auto
鰍,しゅ,9990000,auto
鰍,かじか,9980000,auto
鰍,いなだ,9970000,auto
鰍,どじょう,9960000,auto
潟,かた,10000000,auto
潟,せき,9990000,auto
潟,がた,9980000,auto
割,わり,10000000,auto
割,かつ,9990000,auto
割,わ,9980000,auto
割,さ,9970000,auto
喝,かつ,10000000,auto
恰,あたか,10000000,auto
恰,こう,9990000,auto
恰,かっ,9980000,auto
恰,ちょう,9970000,auto
恰,きょう,9960000,auto
括,くく,10000000,auto
括,かつ,9990000,auto
活,かつ,10000000,auto
活,い,9990000,auto
渇,かわ,10000000,auto
渇,かつ,9990000,auto
滑,すべ,10000000,auto
滑,かつ,9990000,auto
滑,こつ,9980000,auto
滑,なめ,9970000,auto
葛,くず,10000000,auto
葛,かつ,9990000,auto
